User,rating,Tanggal,ulasan
Bagus,5,5 tahun lalu,"Recommended buat liburan keluarga, kantor dan komunitas.

Ada homestay dengan nama-nama mainan jawa, kolam renang, warung makan/ngopi lesehan dengan view persawahan selada dan udara yang sejuk.

Untuk pelayanan dari tempat parkir sampai di dalam sangat-sangat baik.

Untuk kebersihan kamar, mushola, kolam renang, warung dan area bermain sangat terjaga.

Menu-menu masakan/makanan yang ditawarkan juga enak.

Untuk anak-anak harus extra pengawasan orang tua."
abdul malik hasan S HI,5,5 tahun lalu,"Tempat yg bagus untuk outbond,  dingin gk perlu ac,  air panas pakek gas,  kolam renang ada 5, sip untuk anak2,  meski krmarin kesana waktu mau pulang mandi dulu ternyata gas elpiji habis,  akirny gk mandi... Wkwk"
Lapo Lapoae,4,5 tahun lalu,"Tempat sangat asri, bagus banget buat keluarga, makanan enak.. harus diperhatikan kebersihan dan banyak nyamuk"
DotaYusra Family,4,4 bulan lalu,"Wisata outbond dan kolam renang
Serta penginapan

Dapat harga 385rb (termasuk sarapan)
Sarapan mewah dan mantap

Nuansa pedesaan ,

Cuma sayang pelayanan kurang cepat dan tanggap apa karena lokasi jauh dari basecamp reception ?"
Suciningsih,5,11 bulan lalu,"Luar Biasa, seruuuuu sekali tempatnya, udaranya sejuk, nyaman, home stay nya cocok buat nginep sekeluarga, menu masakannya enak banget, sangat recomend banget 👍👍"
Arina Swastika Maulita,5,5 tahun lalu,"Tempat wisata edukasi yang menarik, dengan berbagai kegiatan yang bermanfaat. Lokasinya dekat jalan raya mudah dicari. Suasana yang menyenangkan seperti pedesaan. Cocok untuk outbound anak-anak dan homestay bersama keluarga."
linda irani,5,3 tahun lalu,tempatnya rekomen bangeeeet..  Buat liburan yg ingin ketenangan. Harus nginep.. Karena utk cottage nya nyamaaan bgt.  Aduh kudu ngerasain sendiri.  Servicenya pun beyond your expectation!! Pen kesana lagiii.  Thank you Taman Dolan Batu
rani dwi sartikasari,5,Diedit 5 tahun lalu,"Sebuah konsep wisata yang sangat unik, dengan tema etnik tradisional. nyaman dan asri cocok untuk berlibur keluarga dan anak sekolah mulai dari TK-SMA. Menyediakan berbagai fasilitas, mulai dari kolam renang, homestay , rumah makan, dan outbond anak, dewasa, dan gathering perusahaan, yg dikemas sangaaat keren dan ""beda"" dari yg lain. Kalo kesini, wajib cobain wahana river tubbing juga, dan yang paling seruu sambil makan tumpeng ayam Ingkung dinikmati di area gubuk selada air di tengah sawah 😍 Pelayanan yg sangat ramah dan outbond yang sangat berkesan. Bikin ketagihan pengen mampir lagii dan lagi. Terimakasih Taman Dolan 😀"
Fifi Arifin,5,setahun lalu,"Tempatnya asri, view langsung pemandangan sawah, vibesnya berasa lagi di ubud . Pelayanan ramah, harga makanan terjangkau, ada outbound buat ank-ank juga. Cocok buat acra keluarga besar atau gathering."
Dheewi AP,4,6 tahun lalu,"Nyaman, sejuk, tenang, pemandangan bagus, tempatnya santai, dan ada banyak fasilitas disini. Dimulai kolam renang, lokasi outbond, rafting, bbrp spot kuliner, dan masih banyak lainnya tersedia disini.
Karna td ga sempet makan siang diluar jadinya sekalian pesen makanan dsini. Rasanya enak, dan harganya juga terjangkau.
Siip lah 👍

Untuk kondisi kamarnya sendiri sih udah bagus. Dapet shampo, sabun, sikat gigi dan sandal (sama seperti fasilitas hotel pada umumnya), dan ada air hangatnya juga. Cuma airnya sih menurut saya kurang begitu kenceng alias rada pelan gitu keluarnya, dan g ada meja dikamar jadi bingung naruh barangnya 😅

Tapi over all sih udah oke kalo menurut saya 👏"
Fransisca,5,6 tahun lalu,"Tempat menginap yg asyik bagi yg menginginkan suasana pedesaan yg asri dan alami..dilengkapi resto yg menyuguhkan makanan dg rasa yg enak
Jika ingin mencoba paket outbond, flying fox, dan river tubingnya asyik juga lho...apalagi ada beberapa kolam renang yg bisa dipakai bermain air... asyiknya lagi bisa mencoba berbagai permainan tradisional seperti engrang,klompen, dan hulahop"
Na Setyo MOCO BUKU,4,6 tahun lalu,"Dapet info dr temen ne tempat bilangnya karangploso lurus aja...da de motoran mpe mentok ""kota wisata batu"" nah lo mana juga tmpatx.puter balik trus inget swara mb google tanya da trxt cuma kurang 200 meter.
Begitu ketemu tmpatx kesan pertama asri.k loket trxt sdh bisa sekalian pesen mkn.ywdh ambil ayam ingkung.kt org mahal cuma klo dipikir mank tmpt rekreasi ya g jg ze 190 dpt ayam ingkung.nasi sebakul porsi 5 org dewasa.es teh 5.masuk deh nyari kolam...trxt neee kolam untuk dewasa g diisi penuh jd isa dipke anak kls 4SD gt.
Dan hanya satu kolam.untuk anak2 ada 2 kolam d bagian atas n deket ma kmr mndi.karena kmr mndi untuk dewasa dan mushola sedang perbaikan akibat longsor gt.trus aplg y eia ada homestay buat yg pgn lg prjalanan mngkin jd renang plus nginep sekalian.apalagi mank lingkunganx deket sawah.untuk penataan tempatx lumayan bagus lah.cuma klo bisa kolam dewasa mank untuk dewasa gt."
Taufik Subarkah,5,Diedit 7 tahun lalu,"Taman Dolan bernuansa kampung, rumah kayu di tengah lingkungan luas teduh dan asri. Cocok untuk keluarga. Arena playground, outbond dan kolam renang diperuntukan untuk anak-anak."
Muhammad Adyaan Nadhiir Rembaka,4,6 tahun lalu,"kapan hari kesini pas masih sepi, jam 9nan.  Kolam renangnya terasa milik berdua, si Kecil & ayahnya saja, hehehehe. Gurami bakarnya enak, meski pedas, si kecil sampe minta nambah nasi, hahaaa. Lain kali boleh donk ngasi diskon buat khusus warga Kota Batu. Gak hanya pas weekend ada promo/paketan. Makasiii 😁😁😁 …"
Akhmad Fadilah,5,6 tahun lalu,"Konsep penginapan dengan pemandangan yang menyejukkan ditambah suara aliran air terjun kecil dari sungai disekitarnya, dan juga lapangan bermain yang cukup luas untuk anak, kolam renang, outbound arena."
laila rahmasari,5,5 bulan lalu,Sangat seru buat anak kecil
Nila Puspitasari,4,7 tahun lalu,"Penginapan ok, kolam renang ok ada 3 , reataurant ok, suasana ok , yg kurang lahan parkir di penginapan segera diperbaiki , cat ulang kayu dan sarana bermain agar terkesan suasan desa yg terawat , pagar tebing diganti ke yg lebih safe , untuk outbond tak coba sama sekali , harga terjangkau .."
Ariella Cornelia Anggono,5,3 tahun lalu,"Wisata super lengkap. Wahana seru lengkap dengan outbound tools, lapangan luas, aktifitas banyak, gazebo karaoke, staff super ramah dan makanan sangat enak. Ditambah dengan photographer kocak (Arifin) yang luar biasa.. Terima kasih !"
Ghaffar Ghiffar,4,3 tahun lalu,"Tempatnya asikk sejuk, nyaman, bersih,
Barak kapasitas 15pax... Sebelahan sma musholla 👍👍 bikin kangen ni tempat"
Lien Karduki,4,Diedit 4 tahun lalu,Cottage dan resto yang alami pedesaan. Konsep yang menyegarkan dan menyejukkan hati. Benar2 ayem menginap dan makan disitu.. Lihat lah begitu adem nyaman dan benar2 refresh otak..
josy busquest,5,6 bulan lalu,Tempat yg dan nyaman buat menginap sayang tidak ada breakfast nya
Tanti Widyaningsih,4,setahun lalu,"Saat sekolah anak akan mengadakan outbound, kami mendampingi komite ke Taman Dolan ini. Disini memang menyediakan layanan outbound dengan beberapa area.

Saat kami datang survey, sedang full di 3 area outbound di dalam Taman  Dolan. Bahkan saat itu khabarnya ada yang dari Sekolah dari daerah Surabaya.

Tempatnya memang cukup bagus, pemandangannya bentangan sawah dan pemandangan alam. Pelayanan dari trainer dan pegawainya pun cukup bagus. Dan harga per anaknya juga terjangkau."
Nova Salsabila Rahman,3,setahun lalu,"Untuk parkir mobil kurang diarahkan dan tidak adanya karyawan yg membantu untuk keluar dan masuknya kendaraan dari tempat parkir, mengingat kondisi jalan yg berbelok dan menurun serta padatnya kendaraan yg lewat di jalan tersebut tentunya itu sangat membahayakan. Utk karyawan jg kurang dlm menyapa tamu saat berpapasan. Utk kebersihan kamar dan lainnya sdh sangat baik dan memuaskan."
Antaza Channel,5,3 tahun lalu,"Trainernya profesional
Tempatnya nyaman
Yang paling berkesan itu makanannya. Enaak bangeett..

Cuman bagi temen2 yg sukak karaoke. Dibatasi sampe jam 10 malam.. 😂👍

Secara garis besar di rekomended sih untuk keluarga, organisasi, komunitas kerja, dan dalam jumlah besar jugaa..."
sigit setyowibowo,3,Diedit 6 tahun lalu,"Penginapannya bagus, ada permainan, kolam renang, belajar berkebun, outbond, cocok untuk anak TK atau PAUD, dan sangat pas untuk kegiatan family gathering baik keluarga besar maupun kantor"
Marinda Sari,4,6 tahun lalu,"1. Lokasi mudah dicari,  pakai google map.

2. Ada 2 kolam utama,  untuk anak dan dewasa, tempat ganti juga ada 4.

3. Cafe di dalam lumayan lama pelayanannya,  hanya untuk kopi hitam butuh waktu sekitar 15 menit 😅.

4. Tempatnya berbelok2 dan banyak tangga 🙈. Kurang nyaman bawa anak kecil, capek naek turun tangga.  Sering nyasar juga...

5. Kalo outbond,  lumayan seru,  tapi flying foxnya dibenerin lagi ya,  karena saya gagal landing.

6. Kamar mandi di atas ada 4, di bawah kurang tau.  Tapi masih kurang.  Karena lumayan banyak kan yang outbond...

7. Kalo ke air terjun,  tidak disarankan bawa anak kecil ya. Jalannya lumayan curam dan ga safety, bahaya."
Cridia Nilla,5,2 tahun lalu,"Sejauh kaki melangkah backsoundnya gemercik air. Suasana yg sejuk, asri, nyaman benar² terasa vibesnya lagi mudik ke kampung halaman. Alhamdulillah oubond yg disuguhkan bikin anak² pengen balik lagi, staf dan pemandunya juga rama² MasyaAllah 1 paket komplit dan Alhamdulillah tidak mengecewakan"
aris ady putra,5,4 tahun lalu,"Tempat untuk yang kangen suasana pedesaan, kangen sama mudik di desa nenek waktu kecil.. kolam renang anak2 cukup menarik, suasana asri, staf ramah dan tanggap.."
Ahmad Syaiful,5,2 tahun lalu,"Rekomen banget, tempatnya sejuk, asri
Makanan juga enak
Jadi pengen lagi kesini 😍😍"
erytrosia widiyanti,5,setahun lalu,"Pemandangan, suasana, udara masih terasa segar dan dingin...  bahkan suara gemericik aliran air masih terdengar sehingga menambah suasana terasa di pedesaaan"
Vinda Perwitasari,5,Diedit 3 tahun lalu,"Pertma memng trjdi miss komunikasi dgn pihak resto nya....trnyta lgsg di clear kan..playann ckup tanggap,handle cust.complaint jg sangat baik...sya order untuk birthday papa sya..difasilitasi dgn sgt baik...ckup puas sbagai local guide dn pasti drekomndsikan untuk kluarga ato tmn tmn...terlebih rasa makann jg enak dan tasty skli..thank u"
Niar Za,5,11 bulan lalu,Kolam renang banyak. Makanan lumayan enak.
Ivana Sugiarto,4,4 tahun lalu,"Tempat penginapan yg sangat asri. Semua kamar dalam bentuk rumah panggung kayu yg sifatnya individual jd sgt cocok utk kondisi pandemi saat ini. Tmpt ini cocok utk penyuka alam dan ketenangan. View sawah dari kamar sgt menenangkan. Mkn pagi disediakan dikamar masing2 dgn menu nasi ayam bakar. Lokasi dekat dgn tempat rafting di batu. Ini bisa jd tmpt pilihan utk keluarga/org yg suka ketenangan dan alam tapi utk yg mengharapkan kamar dgn fasilitas hotel prima (mis tv cable, kulkas,hairdryer, fasilitas kamar hotel bintang spt lainnya sebaiknya tdk menginap dsni). Fasilitas penting lain spt tv,wifi,air panas tetap tersedia. Terima kasih taman dolan atas pengalaman menginap di tmpt spt ini. We enjoy it 🙂"
Bagus Ubaidillah,5,4 tahun lalu,"Bagus tempatnya hanya saja masih ada beberapa bangunan yg lagi renovasi, makanannya enak, view nya cakep banget... Banyakin dolanan apalagi dolanan jaman dlu, biar anak jg tau asyik nya dolanan... Over all RECOMENDED BANGET"
Saskia Dafra Miranda,4,2 tahun lalu,"Saya kesini mendadak aja krn di ajak sm teman utk makan siang disini sekalian berenang. Parkiran nya sempit. Pelayan nya luama sekali. Saya pesan makanan jam set 12. Jam 1 lbh br diantar. Itu pun hrs di tanya berulang kali. Sdh gt di meja tdk di sedikan tisu,tusuk gigi,atau apalah itu. Hrs minta dulu baru di antar. Kolam renang nya lumayan bersih sih. Ya lumayan buat sekedar makan siang bareng. Tp kalo saya utk balik kesini lg,mikir dua kali kayanya🤣🤣"
Lilis Setyaningsih,3,6 tahun lalu,"Taman Dolan..wisata alam dg pandangan hijau. Menurut saya, krg bagus sih pemandangannya. Ada 3 kolam renang, flying fox dan dolanan anak...
Udara sejuk, dingin... area outbond...
Kamar mandi 4. Musholla di rmh kayu...
Hrg tiket masuk...hh maaf g tau. Krn rombongan..."
Ibrohim yasin,5,4 tahun lalu,"Lokasi yang sangat cocok bagi pecinta Alam, nuansa pedesaan kental bgt, utk usia tua kurang cocok, karena jalan naik turun, kurang cocok bagi Kaum Disabilitas / difable"
Agus Supriyono,5,setahun lalu,"Lokasi dekat dengat exit tol, suasana sangat nyaman dan alami, recommended buat liburan bersama anak-anak. Ada welcome drink, wahana bermain anak dengan nuansa alami, ada kolam renang dewasa dan anak, restoran dengan harga terjangkau dan rasa yang enak."
Tyas Kurniawan,5,6 tahun lalu,"Impian bisa kesini dari tahun 2017 akhirnya diwujudkan suami di hari ultah q 25 Agustus kemarin. tiba jam 12an siang tp udara ttep dingin lho... bisa makan & menikmati suasana disini tanpa menginap. makanannya lumayan enak & terjangkau, pelayanan oke. cocok u/ sgala usia. lokasi strategis sih asal perhatikan bener2 Plakat tulisan TAMAN DOLAN takutnya keblabasan."
Ika Candra,4,7 tahun lalu,"Taman dolan memiliki home stay bernuansa  ""omah ndeso jaman doeloe"". menyuguhi pemandangan asri dan alami. ada banyak fasilitas disediakan, seperti: kolam renang, resto, outbond, parking area, sawah, mushola, play ground, etc."
Maureen nAaZ,5,4 tahun lalu,Tempat nyaman sekali buat anak2 berenang. Ndak terlalu ramai jadi bisa menikmati suasana. Makanan enak dan harga terjangkau
Titi Setya,5,Diedit 7 tahun lalu,"Tempat yg cukup nyaman ..bagus utk foto2 ..ada kolam renangnya, jg di sediakan tmpt utk out bond..bisa ngajak keluarga atau rombongan .."
Cahyannisa Andriasih,5,6 tahun lalu,"Homestay dengan konsep keindahan alam pedesaan alami. Aksesnya mudah, parkiran luas, sejauh mata memandang saat memasuki parkiran adalah areal persawahan dan perkebunan. Terlihat view gunung Kawi. Pelayanannya bagus & ramah. Saya reserv tipe lumbung, kamar mandi luar, bersih, air mengalir segar. Cuma perlu diperhatikan mungkin ditambahkan kamper untuk toilet supaya gak bau 'pesing'. Atau mungkin ditambahkan tulisan supaya pengunjung yang menggunakan kamar mandi luar tsb menyiram toilet sampai bersih. Makanan nya enak, Harga Worth it! View bagus, setiap sudut banyak spot foto bagus. Aku belum coba paket jelajah air terjun sama river tubing, mungkin lain kali kalau kesana lagi. InsyaAllah.. ^_^

View 4/5
Food 4/5
Service 4/5"
yuni panara,4,7 tahun lalu,"Bagus untuk tempat hiburan keluarga, pemandangannya bagus, kolamnya banyak, makanannya juga lumayan murah dan sangat enak, tempat pinggir jalan jadi mudah di cari"
Fika Kanita,5,6 tahun lalu,"Pelayanan ramah, makanannya enak, pemandangannya bagus. Taman dolan ini menyediakan homestay juga. Jd di depan hanya untuk restoran dan bagian belakang untuk homestay (tapi saya pesennya si belakang hanya untuk makan boleh kok)"
Dhany Purwanto,5,5 tahun lalu,"Puas dan nyaman... Itulah kata yang pantas untuk mengungkapkan perasaan ketika berada ditempat ini. Udara yang sejuk dan panorama indah menambah suasana hati menjadi lebih baik seakan dapat melepas semua penat dan lelah selama kita beraktifitas. Spot yang disediakan, aneka permainan warisan nenek moyang, dan tempat parkir yang luas menambah daya tarik tempat ini. Maka tidak ada salahnya jika kalian berada di kawasan kota batu memasukkan tempat ini kedalam salah satu tempat yang harus kalian singgahi karena ditempat ini anda akan merasakan berada dijaman anda kecil dulu..."
Sekar Kinasih,5,3 minggu lalu,"Dulu pas taun 2018 kesini. Semuanya lengkap, petugasnya ramah banget dan murah! Aku kapan kapan mau kesini huhu"
Yudhistira Wirapraja,5,2 tahun lalu,"Tempat menginap, aktivitas outbound dg suasana pedesaan. Staf ramah dan sangat membantu"
Edwinda Mahendra,4,6 tahun lalu,"tempatnya nyaman, alami dan terkesan pedesaan banget..sawah2..kebun mawar dan jambu juga dilengkapi rumah2 kayu dan cafe ala2 desa..keren"
lia farhana,3,8 tahun lalu,"Lumayan lah,, pemandian nya unt anak2 aman. Tiket masuk jg relatif murah cuma 10rb"
Aldila Ningtyas,4,6 tahun lalu,"Homestay yang lumayan lengkap, ada resto dan kolam renang serta mainan tradisional. Konsepnya jawa tradisional, dan bersih dengan view persawahan yang asri. Harga affordable dengan rasa makanan yang enak"
Tita Puspita,5,6 tahun lalu,"view dan hotel yg bagus dengan pemandangan nuansa alam dan pedesaan. untuk makannya tolong lebih bervariasi dan rasa jangan manis2. saya makan ayam bakar tapi rasanya manis banget, kamar sesuai pilihan saya. terimakasih taman dolan homestay"
Nur Azizah,3,3 tahun lalu,"Kamar standar 2 bed : gak sesuai dg foto, beda banget, tidak ada lemari pakaian, tidak ada heater, gula, kopi, teh, cm ada air mineral botol saja
Order makanan lamaaaa benget, 1 jam masih blm d kirim, sampe berkali2 tlp
Untuk sarapan oke lah
Kamar mandi ada water heater
Ada kolam renang jg
Cukup mahal dg fasilitas yg apaadanya
Gak mau kesini lagi."
Babu Meng,5,5 tahun lalu,"Enak sih buat liburan keluarga, cuma ya makanannya emang lebih pricy ya biasalah ya di tempat rekreasi emang gitu😬 …"
Ima Ahza,4,setahun lalu,Air kolam renang tanpa caporit asli dari sumber langsung serta ada menu makan yg cukup enak
Rahma Channel,5,11 bulan lalu,"Taman Dolan KUEREEENNN POL WES!!!
Anak2 happy dan memiliki pengalaman bermakna. Makanan yang disediakan juga enak2 parasmanan lagi, anak2 bisa puas mengambil karna emang sebanyak itu. Kakak2 nya juga seru2 pol. POKOKNYA SIPP MANTAFF. TAMAN DOLAN.... ISTIMEWA
#SDNSEMAMBUNG1GEDANGANSIDOARJO"
